-NqUWliDsTgSd_QNEFWNyA,wpQsmMvdhefqIlxvRt_Jbg,DonDon Izakaya,3.0,314,1,2018-11-15 03:21:35,HbWwwpGfdrKzwJBFe59dSw,1.0,1.0,"",Andy,1
p9Pzck1NQIQogHhbl10ugA,mBOIef7a4hONEbSi_ai8Bw,Beast Restaurant,4.0,402,1,2016-06-03 16:33:03,ESiXkPfc6AEg6KVqp2eH-g,5.0,5.0,"",Patrick,2
pNInYfBJLnBM3IH0xDmJlA,ZUJL4EBj7bBYYIQn8J6EVw,Schnitzel Queen,4.5,92,1,2016-02-20 13:57:57,tuT8NiBGp_YrRbAyOq-GEw,5.0,4.0,"",Matt,11
pNInYfBJLnBM3IH0xDmJlA,r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,4.5,2758,1,2017-01-29 21:08:40,0alBUKXNiz5mUTtSQNUdCQ,5.0,4.0,"",Matt,11
pNInYfBJLnBM3IH0xDmJlA,a1r6nEAb6Va3x5IgIz5kGQ,Jerk Spot,3.5,28,1,2016-06-19 16:28:08,-PjQJtG2-JVHldUegfFTEw,5.0,4.0,"",Matt,11
pNInYfBJLnBM3IH0xDmJlA,m8oxuFlS2KbhXR0bRKucMA,Cresta,4.5,33,0,2016-06-06 01:15:21,pir1A4F8OEkMfmlayICOPg,5.0,4.0,"",Matt,11
pNInYfBJLnBM3IH0xDmJlA,qQPJ9aTyVa9DGWiLi97g5g,Crepe TO,4.5,82,1,2017-01-29 21:06:29,ojIR14c8Gztfz5B1bkwy1g,5.0,4.0,"",Matt,11
pNInYfBJLnBM3IH0xDmJlA,0-ZA4TTKlHYGIQJj06G0-w,Loaded Pierogi,4.0,186,0,2017-12-31 23:27:43,hCwWd9CNlNgoNo5m7BmJrg,5.0,4.0,"",Matt,11
pNInYfBJLnBM3IH0xDmJlA,0-k_-9YoWXpmtiaLdKeQJQ,The Rec Room,3.0,273,1,2017-12-31 23:24:36,wv8vR9Ak9_5W9SGmPvwvbA,1.0,4.0,"",Matt,11
pNInYfBJLnBM3IH0xDmJlA,0-ZA4TTKlHYGIQJj06G0-w,Loaded Pierogi,4.0,186,0,2016-02-20 14:08:11,1YwOWVc4rdZY7USkhQVm5A,4.0,4.0,"",Matt,11
pNInYfBJLnBM3IH0xDmJlA,kwRWzhS3UoIIeoi7ghK6uw,Paddington's Pump,3.5,121,1,2016-06-06 01:22:35,aC-GiGQPQxK3A61vTpKHRg,5.0,4.0,"",Matt,11
pNInYfBJLnBM3IH0xDmJlA,JWESGRCfnmfROiCF-P6aNA,Feta and Olives,3.0,19,1,2016-02-20 14:02:21,dpLQHbT0EfVIbbJORDgl5g,2.0,4.0,"",Matt,11
pOL099oo7z86NqKex5Uhmg,k8vdpo7cRgg4CtRcxYEfrw,The Green Wood,4.0,94,1,2019-08-16 13:30:42,226KOKm1z9jPi4Xi0cxjJw,4.0,4.67,"",Jeanine,3
pRBYMXsqzdhhQM5niUX7Hg,1W_gZM_uuEvJqapbIl6z9Q,El Charro,4.0,61,1,2019-12-02 15:12:13,ZtvpxlnngFcB5iQc3xh6Yg,5.0,5.0,"",Andrew,1
pVa7pQ0F-WABbWCyCemQ8A,g6GXqg-QdDiQGLYMVqNOUw,Hapa Toronto,3.5,169,1,2015-09-12 16:16:41,MUhMutytoUgxJnQjYPEglA,5.0,4.0,"",Myra,8
pVa7pQ0F-WABbWCyCemQ8A,HWMvxmKDrHtmmcsOmKA8Yg,Ciccio's Pizza and Pasta,3.5,25,0,2016-03-12 03:05:20,fbNKlyD_HM-p-m-ZqfRvdA,4.0,4.0,"",Myra,8
pW9W_ODmYCcf2wpUDRWfjA,2_aYWG3cVnAXH6yHzGu05Q,Howie T's Burger Bar,3.0,10,0,2012-06-13 15:22:25,hBhK4ba2mAdXm2wVRCHY8w,3.0,4.2,"",Kelly,5
pW9W_ODmYCcf2wpUDRWfjA,7peyM7sZuXQPZCFewwyPDA,Osmow's,3.0,54,1,2016-11-30 02:39:54,Ks1SI-1p19vXO5M8Je4_og,5.0,4.2,"",Kelly,5
pXgapWlCbFgX9327O1S1yg,sQ2dJZ-oHWe2rs0QFLOUJQ,Souk Tabule,4.5,98,1,2019-07-28 18:16:07,9GuBabfcCdH4CAzQERYJOA,5.0,3.62,"",Haitham,13
pYPKvaOSvl2u1HTJQUZO5A,DS1JFpefl_EiUDk4phYH4Q,Japanese Ramen King,3.5,56,0,2015-09-09 03:25:20,n8iQMVFmmyq0eLtXz8fWHA,4.0,4.25,"",Jennifer,4
pf4gs6gibSG3nlLirKKKcQ,mQkzRJ2I0LGG6Cv4EbEjEQ,Brunchworks Cafe,2.5,31,0,2012-02-11 23:34:16,nRVTc9sQZWxAGDafgYzu5w,2.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,aEnoF_79jQE83s-I756n8w,Thor Espresso Bar,4.0,84,1,2011-06-24 21:44:25,LG-aNkvvv2TEHWOkGsIBhQ,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,fJvY-QjDY1ZWWArjx9rRIw,KINTON RAMEN,3.5,124,1,2014-01-04 22:25:36,GQYTqOyXBzVT4ItlqxPYbA,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,XZxJ4fG-4a3PP9VP5jvDWw,Mother India,4.0,197,1,2016-12-10 03:14:37,93DFUi96Cs1R-x94MPwI9A,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,FJzOM4aF4y3XcX0N6zoORA,Yasi's Place,4.5,17,0,2010-06-13 01:17:10,Bi9pwJu-wpNU_darEkROaQ,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,jhltlkydsSTEPN3QIVq1gA,I Deal Coffee,3.5,56,1,2011-04-18 15:48:49,WJbYfYzm1llDOMoLNm2YuA,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,a_assgoJEpKu2-kyAWFc8Q,Kenzo Ramen Bloor,3.5,119,1,2011-05-10 15:24:24,gq_MKowxX9tsG9c3XvRlZQ,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,0nddnkjG1RV8hdFdy_wCMA,Pain Perdu,3.5,63,1,2010-12-29 04:41:30,pz8a1EeNWEqrl24URnJzJg,3.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,aObwBM6rLOd9gbj36ghwzA,Yung Sing Pastry Shop,4.0,9,0,2009-11-15 16:43:06,sZpQVIZMvHEySPPjXVBpeg,5.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,ZNk4hO2EOVoSKcCBSwH-yw,Saving Gigi,3.5,79,1,2015-03-29 17:40:37,0Sc63tXGp2TLWmEnaRfhcA,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,PKcWuwMYnla-eUdqVWQTsQ,Village Pizza,4.0,49,1,2016-12-07 16:47:13,d65izU76PW9Q_bqv46KbBw,3.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,e1q9kpu9wzyFHLkKegf49w,Vinny Massimo's Pizza & Pasta,3.5,24,0,2010-12-08 18:11:35,b5SuKsP8Sh7Vw0gTAmYcGw,3.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,UViXpdOEuVmiZApSHx06tg,Pita Way,3.0,4,1,2010-01-30 18:02:24,MnTJqBuL-kl1Dnmf0MQI_A,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,V0mYyiVSPw2nU4ILMb-vhQ,Full of Beans Coffee House & Roastery,3.5,33,1,2010-12-23 02:10:52,WnCdEPeTCdu0mlhpAAtJ0g,5.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,YIf8UeObm5WR-bQRwdu3Bg,E L Ruddy Co Cafe,4.0,43,1,2011-03-23 16:04:45,64L_BHAN4uBbSbPhtzpR2Q,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,QJhwQcFKtBn8EahP58nh1w,The Grind House,3.5,19,0,2011-04-06 17:26:40,brx8abYN3enLTX0-CBD4TA,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,6ALBeke4yZcCorqLMvpFoA,Easy Breakfast,3.5,122,1,2010-01-01 18:48:17,fGGUiz3giPGSWcGDMbj8eA,2.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,Xhf3nW6UahoVpRMkVUlnJA,Te Aro,4.0,169,1,2011-01-15 16:41:46,WzutcS-aJRdQ7qwfwcK4Nw,5.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,Kud1rbrXsyI_iLHfwZcGHQ,Ajisen Ramen,3.5,209,1,2012-02-09 18:52:09,PzjopZD0TT22-PJ8O0Jb5A,3.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,nlai1j5FXlDZSw1RwvLIvw,Manic Coffee,3.5,153,1,2011-01-22 02:50:34,yd8Aa6DpnMnPDZuS0n1HsA,5.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,R2ngkZC6KtJwRK_fmJk4WA,DeSotos Eatery,4.0,70,1,2010-10-18 17:03:05,9TC_xy5iY2U4s1n0U2Z83A,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,HX0QhTVWztcawNof0KUhgQ,Holy Oak,3.5,54,0,2010-12-20 23:00:37,GZO20a5TBAPPADqKR0jK9A,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,mr3rQcYBKWu2L6o7qtQ9Wg,Hub Coffee House & Locavorium,4.0,31,0,2011-12-21 15:06:47,GGExt8sAxLpHyvHskn9JjQ,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,RkekriZhaIZ7nSJBVept6Q,The Grilled Cheese,3.5,122,0,2010-05-04 19:36:08,D8QZU_KFu0zuTDS7xo1V0Q,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,gfos-L-4tZ7TKektSglXcQ,Blondie's,3.5,10,0,2009-11-04 20:06:28,u9qgRRWR2VtqnZnYrd7NYw,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,nhfZW6Pi-oLQuhYcrcZJWw,Sam James Coffee Bar,4.0,85,1,2010-03-11 18:22:10,xVbo_KDble1eTdi1n-pCCA,5.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,f5O7v_X_jCg2itqacRfxhg,Sansotei Ramen,4.0,861,1,2016-12-17 16:03:24,s0VkWzMlGu2dYnx7xJHbJw,5.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,PqsF56BoiXAh26kXnzSykw,Fair Grounds Organic Café & Roastery,4.0,42,1,2010-05-15 23:30:13,Igj_YAjwo5HqzGkF55GnBQ,3.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,s-YJpfR-LFRnH7qYVFuJuw,Touhenboku Ramen Restaurant,3.5,284,1,2014-01-18 21:01:29,YjH3K8W5z2vw7iPz0JhyWQ,2.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,S2tS29tQqXPrLWP3iIxEsw,Richtree Market Restaurants,3.0,23,0,2011-01-17 21:33:36,L9bb0jZT-MmhmLKfvgS6Iw,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,id7aJmK8mFs5XSXNa4YgvA,The Pinball Cafe,4.0,8,0,2012-02-16 01:41:16,O-dBGgVqXgOvff7k0hM9-Q,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,SFT8rW3yzDpAJTT25msYOQ,BQM Queen West,3.0,78,0,2010-08-19 15:49:19,2R3uaVuM08lYy1EX0yWF8g,3.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,RXESkOgqAYGoujYTqy2KNg,The Only Cafe,4.0,99,1,2010-11-07 17:05:26,9wPe6pIvYkbju4wKheQd3g,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,tpoSNhUvEUBNMpcuP331mg,Harry's Char Broil & Dining Lounge,3.5,61,1,2017-04-26 02:57:28,4RAVd8YL1bZClGcJbmi2OQ,1.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,3xUoXuEgJhHlSgBsSfKeCQ,W Burger Bar,3.5,280,1,2010-03-23 01:45:18,E8HFEUEEK_tuZGypfeQQag,5.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,i--dxuKd_6Dx7mwgQ5nl-g,School Restaurant,3.5,548,1,2009-10-28 17:11:08,dtBChGTdjC0NbMKp-jKvTA,4.0,3.99,"2010,2011",Eliah,92
pf4gs6gibSG3nlLirKKKcQ,5nqh0BJ3IrvDYpmkBheD4g,T.A.N. Coffee,3.5,38,0,2010-12-07 15:54:26,RBBi8hBaq49-Z3fR1fqBQQ,4.0,3.99,"2010,2011",Eliah,92
q2nmxNO5-oNyyywLkziblw,QTSCFDPcuROE8UCvGS8Fiw,Ho Su Bistro,3.0,159,0,2017-04-21 11:52:55,MF9xZUqZbLeFCc3uie0Tow,2.0,3.18,"",Michael,22
q2nmxNO5-oNyyywLkziblw,McVmSLVRJBDWIuQO7D6GJg,Soos,4.0,158,1,2017-03-13 03:14:13,oVJHIC_Ww29UCtitdSBOag,3.0,3.18,"",Michael,22
q2nmxNO5-oNyyywLkziblw,VNyWT0hLkIHzt5HQ0W4tSg,Tilted Kilt Pub & Eatery,2.5,82,1,2017-07-08 12:58:45,z7WzEdxgtNWIioWET_Uu7w,2.0,3.18,"",Michael,22
q2nmxNO5-oNyyywLkziblw,s9Xme3zGwJtId5_6YonmhA,Amber European Restaurant,4.0,32,1,2018-06-20 01:53:25,DVAalQbgk6gpatur47t6pg,5.0,3.18,"",Michael,22
q2nmxNO5-oNyyywLkziblw,yY3jNsrpCyKTqQuRuLV8gw,Cactus Club Cafe,4.0,508,1,2017-11-09 16:21:46,C5wB1fmdfr3mCg4dIyW2pQ,4.0,3.18,"",Michael,22
q2nmxNO5-oNyyywLkziblw,jhfyL3O-h2tcL8ZuyCU6WA,El Patio,3.0,17,0,2017-07-08 12:54:42,XW9w_LNi398W1LxddSE4CQ,2.0,3.18,"",Michael,22
q2nmxNO5-oNyyywLkziblw,rWFwgyRnq2PY_dI0hXkvLQ,Jumbo Burger,4.0,49,1,2018-06-20 01:57:49,a1RHXsEyjdvY-glwcNe9dA,4.0,3.18,"",Michael,22
q2nmxNO5-oNyyywLkziblw,G2Z-4U6cDsDQvT6v3FzYmA,Ricarda's Toronto,4.0,190,1,2017-06-22 10:29:56,ZCCZb9-_QHIZdgBCl9lgGQ,1.0,3.18,"",Michael,22
qCQqZUbSV2ntI3jsfRSTmw,nDn2h-_c7Xk4UwM0aiXZlw,Mezes,4.0,198,1,2016-08-01 21:06:24,v77gbksVjz-Masi02rSLJA,4.0,3.74,"",Lily,33
qCQqZUbSV2ntI3jsfRSTmw,UC2dfjZg8mrRh10maovQfw,Royale Fine Dining Banquet,3.0,99,1,2016-03-20 18:55:57,kXvesdD-BX66TEgFO2QBww,4.0,3.74,"",Lily,33
qCQqZUbSV2ntI3jsfRSTmw,hLDEtvhH3Z5H1J5-3UM5kg,Boralia,4.5,152,0,2017-08-25 02:28:50,kNgFr4PqtC_OeNj82f_AFw,3.0,3.74,"",Lily,33
qCQqZUbSV2ntI3jsfRSTmw,MdjIl105vqCYUGKFSUVytA,Colette Grand Cafe,3.5,202,0,2016-03-20 19:29:25,cxdhVhvGD9vBSImQ0utfqQ,4.0,3.74,"",Lily,33
qCQqZUbSV2ntI3jsfRSTmw,-M9S1wlZTvv6T9EOo5X2Yw,Grandeur Palace,3.0,81,1,2016-11-05 15:51:06,PsFaGzByqnuWWztSGTbgjQ,1.0,3.74,"",Lily,33
qCQqZUbSV2ntI3jsfRSTmw,6f2imTsIysASgHh2t91OOQ,AKA-ONI Izakaya,4.0,260,1,2017-02-21 01:58:58,gPpQTqYbgc007Z0CP_ot0A,4.0,3.74,"",Lily,33
qCQqZUbSV2ntI3jsfRSTmw,b7wUWVV01xaa7E0FUNMDiw,DaiLo,4.0,268,1,2019-03-18 03:18:36,h4HmgJDe-0KaYMmxrqm9_Q,4.0,3.74,"",Lily,33
qCQqZUbSV2ntI3jsfRSTmw,DF_w5Hwgi4bLgZH8_6F3cA,Banh Mi 24,4.0,40,0,2016-08-08 22:50:00,m2uSgr_OynD6wpjHGCkfnA,4.0,3.74,"",Lily,33
qCQqZUbSV2ntI3jsfRSTmw,eKznX8VTfcQrjCqXpeobiw,Rasa,4.5,253,1,2016-10-22 03:08:44,jOmmkcplV3xHqKGU_KHiuA,5.0,3.74,"",Lily,33
qCQqZUbSV2ntI3jsfRSTmw,L_JIwCB8OeZLiHWg6VTydA,Food Kingdom,2.5,21,1,2018-10-07 19:59:11,pXbaKJcD4OmV8kurbfmyIw,1.0,3.74,"",Lily,33
qDd2GasjyIDFwM2W99hvgQ,zFR99jgMi-qzaJXIx8MXHA,Labothéry,3.5,182,1,2018-08-14 21:00:14,p3yJLvyIkkOqPuqsrtx9rg,4.0,3.94,"",Rebecca,18
qDd2GasjyIDFwM2W99hvgQ,UxWH8zRYIBgs6Q2oykvRdw,Cluny Bistro & Boulangerie,3.5,544,1,2018-08-14 20:49:27,zgwRog4SsA_exVwbjL8bFg,2.0,3.94,"",Rebecca,18
qDd2GasjyIDFwM2W99hvgQ,Kud1rbrXsyI_iLHfwZcGHQ,Ajisen Ramen,3.5,209,1,2018-08-14 21:07:52,smu3Lta-4ojmzucAtkUogw,5.0,3.94,"",Rebecca,18
qDd2GasjyIDFwM2W99hvgQ,N93EYZy9R0sdlEvubu94ig,Banh Mi Boys,4.5,1097,1,2018-03-21 00:38:12,VlQ6GtlqCscqzgdSao_QIw,5.0,3.94,"",Rebecca,18
qDd2GasjyIDFwM2W99hvgQ,svijhRN0hWIHfKb421D1Tg,JOEY Sherway,3.5,159,1,2019-06-30 06:16:51,LjQQxuWxhYqo_fjLl7HOOA,4.0,3.94,"",Rebecca,18
qP42ZbLf05m05MQW8oQvGg,lo8WwqKogC-kz4toRvkdUQ,KOKO! Share Bar,3.5,49,1,2015-01-27 02:51:31,Tj4TfvnhSgwKFdR1v02iAw,3.0,4.0,"",C,2
qPE_LrTQCh0CJKDjyo4gww,Ats-ukNGB-7VgGJhcHXfZQ,B.GOOD,3.5,82,0,2015-09-02 23:52:02,1eduCSDgDQKg6wAqfibIqQ,5.0,3.25,"",Nema,4
qZ0yef8AFwZef_9dIhYICw,G-LwYGh6NdXKjqCKKSxQfw,Porter House,4.0,48,0,2015-01-30 22:54:33,_6Xc4aBJfByyE7mEdxP84w,5.0,3.4,"",Stephanie,4
qZ0yef8AFwZef_9dIhYICw,3te8dGIvzz5V5_kMIr6-Dg,Hot Beans,4.0,73,0,2014-07-07 21:28:16,GNJHoZBBDknReXq0ZXflXw,5.0,3.4,"",Stephanie,4
qZ0yef8AFwZef_9dIhYICw,XdY36-Qh_DxnCaFpTPfYMg,Tori's Bakeshop,4.0,126,1,2014-07-04 18:09:17,DJslHnUu_TpXNCV2JT_hUQ,5.0,3.4,"",Stephanie,4
qZ0yef8AFwZef_9dIhYICw,VBcmyBxAPcpzbbnPbFfttA,La Bettola di Terroni,3.5,143,1,2013-10-07 00:33:13,_MdNH55XN2VLZNwCN9DIdA,1.0,3.4,"",Stephanie,4
q_uKkiDX7YgeIhMJHdLgyA,4kDLEb1OgE7IrO54lCkn3A,Cocina Economica,4.0,163,0,2017-03-08 18:02:52,koJvIxPD4M_UCEb0FtA39Q,3.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,O1TvPrgkK2bUo5O5aSZ7lw,Rol San,3.0,722,1,2016-01-30 22:42:56,qpqe1-sdPOf2ZtyKWq3z0A,1.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,0sPOBQHlVvuhO1h-1p1ccQ,Origination,3.5,68,0,2016-09-15 13:43:12,pOfCrkFX9i4962CuL5Fgkw,2.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,4QTwtaua8tjc-PuneLXJzw,Kabul Kabab House,4.5,5,1,2016-05-20 17:56:37,yT1UI7FMXfaXCy8KO4lUVw,5.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,meYcIzHdWHlHzp-xISZzLw,Thai Restaurant,3.5,10,0,2016-08-20 03:13:14,BZ4MqJ6a_cvFFDJjBxVsKw,1.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,E3JyyBNcZD9re_yiVOgaVg,Green Basil Restaurant,3.5,54,1,2015-07-24 12:52:00,mUrhTpagtoGCDF_G1tptIQ,2.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,7d2LqDc0Cb5dcizil_h34A,Karma's Kitchen,4.0,56,1,2016-09-25 16:28:44,4uTEUh-3DMsn4q1x3EkYLQ,5.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,np6Eytu5v98oleQuQ5hT5Q,Chick-N-Joy,4.0,49,1,2016-07-14 20:08:29,I9_eIYw9NWez1-561RdO3g,1.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,t28yDI4DsxQmIGnb0gtoZQ,Yukashi Japanese Cuisine,4.5,21,1,2019-07-12 21:03:13,1wjxG8aAK8fKuu0RXbJnyw,5.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,jEqsHSLzQraqG1qaMNjsBA,La Sala Restaurant,4.0,34,1,2016-07-21 00:45:28,fnWeHCRZuOKfe_GJiGg6sA,5.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,VeVjZ8aR_zFEM9jKJuvraw,Sushi Marche,3.5,49,0,2015-05-02 14:17:43,TXaMOm2RU6nEg3KUu5jbUQ,5.0,3.7,"",Dookie,50
q_uKkiDX7YgeIhMJHdLgyA,Ow9LZC3YZs9O6OSDa1-HGw,Beacher Cafe,3.5,64,1,2015-07-07 17:46:59,IdC7oWA87yaDsWdaOu5w3A,1.0,3.7,"",Dookie,50
qaAg7kTyVfYMslvfp1tJ6Q,Q2ZNaN3p8s_-XXjBWyY2qA,Ruth's Chris Steak House,3.5,215,1,2015-06-07 00:48:49,Lhn0jB69rjfNEI76_-DYCg,2.0,2.8,"",Joe,5
qaAg7kTyVfYMslvfp1tJ6Q,1dI4oRq8wQrMs15nnj9TLA,Smoke's Burritorie,2.5,30,0,2015-09-15 13:55:27,8itBsCX5eqwbeGY7Dtopzw,1.0,2.8,"",Joe,5
qaAg7kTyVfYMslvfp1tJ6Q,LTnVQ0cIUGUa7foCqrJ27g,Gong Cha Tea,3.5,79,1,2015-06-06 23:40:52,fCOFv5_qQDHnZ3fPhhQAxA,4.0,2.8,"",Joe,5
qaAg7kTyVfYMslvfp1tJ6Q,RyDiwx4xD3Lx8sWHx1aFlQ,Smoque N' Bones,4.0,370,1,2015-06-07 00:18:14,ihiQTP0XZ7u7eWRl1OVKIA,3.0,2.8,"",Joe,5
qxYvbOnx4DMYKirs0TQSgg,47AFsjZdcv1ntYujPwo6gA,Sansimian,4.5,11,1,2016-06-03 18:45:44,s7q3qjAwwO7Z_bMbnX-j0g,5.0,3.0,"",Dawn,12
qxYvbOnx4DMYKirs0TQSgg,0FH5h58Qls1VIuXh5QORlg,El Sol Mexican Gallery Restaurant,3.5,46,1,2014-02-27 16:23:10,ttD4Zn2_wbH4kFITBarjNg,4.0,3.0,"",Dawn,12
qxYvbOnx4DMYKirs0TQSgg,YrqQWT5wzBUumklE4B_XfA,Burrito Boyz,3.0,61,1,2015-02-22 22:44:02,5K1fR6XRytfvw_lFSwhX0Q,2.0,3.0,"",Dawn,12
r1NdUzU54Swt8onP8wRvTw,lAXl6dzbwJjnGcptldaOBw,Cocoberry Cafe,2.5,35,0,2014-12-10 16:33:27,19j7u6KE-LTIho0Thpoh3A,1.0,1.8,"",M,5
rHDh5wrsAFBH39CaDUUbQg,SjgeuBlgKER9yegpoxT99w,Nomé Izakaya,4.0,613,1,2018-08-20 14:58:25,2b9wegrXkjX8BsL9Y_uQYQ,4.0,4.5,"",Jonathan,2
rHDh5wrsAFBH39CaDUUbQg,iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,4.5,1285,1,2018-08-20 15:03:26,RqNCt0JUekZg3C2u4phBmA,5.0,4.5,"",Jonathan,2
rQpFilk4hl2JUCgoNHx4mQ,3UsFBwW-gWCIrAV3e8VEEw,Clay Restaurant,4.0,5,1,2019-07-26 16:52:07,xZqZb6s7_gfr-kzXcF4-Aw,5.0,5.0,"",Tamara,1
rXeXGdHIjBuncVnQ9hCK5w,Cx0o524EbpLh8Luvjx6DMw,Parallel,4.0,62,1,2018-07-14 17:27:50,2_R8k4_bkG59gbaZvzcGXg,4.0,3.5,"",Bob,4
rXeXGdHIjBuncVnQ9hCK5w,nqTvE7ivdU23oUWdI01tOA,Under The Table Restaurant,4.5,392,0,2018-06-15 21:48:21,aW-R4xKW45_vSL69UCcurw,5.0,3.5,"",Bob,4
rXeXGdHIjBuncVnQ9hCK5w,x6fYvse8sBOZf9y8BOZZmA,Mamakas Taverna,4.0,182,1,2018-06-10 01:14:52,uKMAVc6PM938xpI-eKAD9w,4.0,3.5,"",Bob,4
rfllUEczP40Ri-cAKz8DgA,rxA9c0_XObabVL1WCTA4FA,Sneaky Dee's,3.5,442,1,2016-08-10 03:59:53,7DsXrR6SjUN6LX3nNiotJA,2.0,2.29,"",Ryan,7
rgy9kXGU5K9RPHzC3_v-ng,qlPyuJ77Znjh30I2kTs1xQ,Le Cafe Michi,3.5,229,1,2016-04-02 22:20:08,4FveFR1eg3or6Myvwckt6A,5.0,1.67,"",Jessie,3
rouwpdFBbiGVCrg3UDWlKw,iDv99zgwiLqqaoXV6BLbDw,Starving Artist,4.5,8,1,2018-11-11 16:30:16,WO0f_Nh5a2y0Z6pXceLhyQ,5.0,5.0,"",Alvin,3
rwYB__qE1H0-qCapzs3rOw,c-Jxth7pZfPqsWwBQ7sn1Q,Yonge Sushi,3.5,100,1,2016-08-12 19:07:22,DvrJ9VreG6q446S0k_Ivrw,1.0,1.0,"",Dima,1
s4FAzIOjT1khhN8AfICeGw,5EnHfzuyBf03UhJH4E4mAA,Mr Flamingo,3.5,33,0,2015-04-29 00:19:29,vWbWgZV74Oa3N5TZlW9KJw,1.0,2.45,"",High,7
s4FAzIOjT1khhN8AfICeGw,3XVAfJQdX327pqNZg5KV5g,Bazara Asian Cuisine,4.0,113,1,2014-01-20 13:06:35,KTT2k30IP_RGb9c072xSCg,4.0,2.45,"",High,7
s4VJOoV5fx0Ztc9xqwemNA,73_UT7fZ7mzXcguX8-oSuQ,Amsterdam BrewHouse,3.5,671,1,2018-05-27 19:21:54,_BF-hr-ruu7t7mZsoRgcNg,1.0,1.5,"",Marina,2
sRWeAOkpfejlVbVELYMaag,r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,4.5,2758,1,2019-11-11 07:52:19,-vJPoOIHClsdja4Tyz9iEw,5.0,4.31,"2015,2016,2017",Katie,126
